time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,31,19,60.0,1.0
2024-05-09 00:00:00+00:00,2,1,,
2024-05-10 00:00:00+00:00,2,2,,
