time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,40,23,131.0,1.0
2024-05-08 00:00:00+00:00,22,13,36.0,1.0
2024-05-09 00:00:00+00:00,4,2,,
2024-05-10 00:00:00+00:00,4,3,,
2024-05-11 00:00:00+00:00,1,1,,
